name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-04,6.1,4.6,5.3,3.6,1.3,2.4,5,97.5,10.884,100,100,rain,0,0.3,31,18.6,96.7,997.9,100,6.8,6.8,0.6,0,10,2023-12-04T07:55:49,2023-12-04T15:52:35,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-05,5.7,1.3,4.4,3,-1.1,1.8,3.7,95.3,5.549,100,70.83,rain,0,0.1,21.2,14.8,353.3,1009.7,92.6,15.3,9.8,0.8,1,10,2023-12-05T07:57:09,2023-12-05T15:52:05,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-06,4.3,-2.8,0.8,4.3,-2.9,-0.6,-0.2,92.7,0.173,100,12.5,"rain,snow",0,0.1,22.3,11.9,135.2,1017.1,30.2,12.8,15.3,1.3,2,10,2023-12-06T07:58:27,2023-12-06T15:51:38,0.79,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-07,6.9,3.3,5.6,5.4,-0.3,2.4,4.6,93.5,9.158,100,70.83,rain,0,0,39.1,19.7,146.8,1005.4,99.7,13.5,2.8,0.3,0,10,2023-12-07T07:59:42,2023-12-07T15:51:15,0.82,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-08,9.6,5.6,7.5,7.6,3.5,5.3,6.1,90.9,0.113,100,20.83,rain,0,0,34.2,18.7,207.2,1002,57.8,14.8,24.4,2.2,2,10,2023-12-08T08:00:55,2023-12-08T15:50:56,0.86,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"03529099999,03462099999,E7347,03379099999,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-09,11.7,6.5,8.9,11.7,4.2,6.6,5.9,82.5,3.869,100,79.17,rain,0,0,63.5,41.1,234.1,993.8,82.3,21.9,9,0.7,0,10,2023-12-09T08:02:06,2023-12-09T15:50:39,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03529099999,E7347,03379099999,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-10,10.3,6.5,8.4,10.3,3.8,6,5.6,82.8,2.434,100,33.33,rain,0,0,56.4,34.9,235.6,998.7,60.3,22.4,6.8,0.6,0,10,2023-12-10T08:03:13,2023-12-10T15:50:27,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03529099999,E7347,03379099999,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-11,10.3,4.5,8.1,10.3,3,6.4,5.4,82.9,0.102,100,16.67,rain,0,0,57.5,33.1,250.8,1001.8,76.1,48.4,18.7,1.7,1,10,2023-12-11T08:04:18,2023-12-11T15:50:17,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03529099999,03462099999,E7347,03379099999,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-12,10.1,6.2,8,10.1,4.6,6.6,7.5,96.1,4.832,100,66.67,rain,0,0,22.8,12.2,176.1,996.3,87.4,14.9,13,1,1,10,2023-12-12T08:05:20,2023-12-12T15:50:12,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,EGBB,03418599999,03379099999,03354099999,03535099999,03560099999,EGNX,03544099999,EGXT"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-13,7.2,1.8,5.8,5.3,-0.6,2.4,4.1,89.3,0.581,100,41.67,rain,0,0,43.3,27.2,341.7,1004.8,91.2,31.3,9.3,0.8,0,10,2023-12-13T08:06:20,2023-12-13T15:50:10,0.02,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-14,7.8,0.3,4.5,6.2,-2.5,2.5,3.4,92.4,0.163,100,20.83,rain,0,0,21.4,11.4,236.8,1021,84.2,17.7,13.7,1.1,1,10,2023-12-14T08:07:16,2023-12-14T15:50:11,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-15,8.5,5.7,6.9,7.3,3.9,5.1,4.1,82.3,0.012,100,4.17,rain,0,0,23.5,14.3,234.3,1034.4,71.6,24.3,10.3,0.9,1,10,2023-12-15T08:08:10,2023-12-15T15:50:16,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-16,11,6.9,9.6,11,4.7,8.1,8.1,90.7,0,0,0,,0,0,32.7,21.8,229.2,1036.3,83.6,46.5,14.9,1.3,1,10,2023-12-16T08:09:00,2023-12-16T15:50:25,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03529099999,03462099999,E7347,EGBB,03418599999,03354099999,03535099999,03560099999,EGNX,03544099999,EGXT"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-17,10,8.4,9.4,7.6,5.2,6.7,6.5,81.8,0,0,0,,0,0,44.4,25.6,223.6,1031.4,97.4,41.7,16.4,1.3,1,10,2023-12-17T08:09:47,2023-12-17T15:50:37,0.16,Overcast,Cloudy skies throughout the day.,cloudy,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-18,12.3,9.5,10.7,12.3,7,9.6,8.8,87.9,1.336,100,29.17,rain,0,0,42.6,25.2,222,1025.2,96.1,33.7,11,1,1,10,2023-12-18T08:10:31,2023-12-18T15:50:53,0.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-19,11.8,4.9,8.5,11.8,2,6.7,7.2,91.5,9.512,100,58.33,rain,0,0,28.4,16.4,268.6,1019.4,76.9,21.7,6.9,0.6,0,10,2023-12-19T08:11:12,2023-12-19T15:51:12,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E7347,EGBB,03535099999,03560099999,EGNX,03544099999,03529099999,03462099999,03418599999,03647099999,03379099999,03354099999,EGXT"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-20,10,5.1,8.2,10,2.1,5.6,5.8,84.7,0.05,100,12.5,rain,0,0,36.6,21.6,251.7,1016.1,80.1,47.8,17.3,1.6,1,10,2023-12-20T08:11:49,2023-12-20T15:51:35,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-21,12.6,9.2,11.1,12.6,6,10.5,6.4,73.2,0.262,100,37.5,rain,0,0,73.7,46.9,285.3,1006.2,92.1,48.4,13.1,1.1,1,10,2023-12-21T08:12:24,2023-12-21T15:52:01,0.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-22,10.4,8.6,9.7,10.4,5.7,7.1,6.9,83.1,1.869,100,62.5,rain,0,0,46.8,30.5,270.1,1011.2,99.7,47.4,12.8,1.1,1,10,2023-12-22T08:12:54,2023-12-22T15:52:31,0.34,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-23,11,9.1,10,11,5.6,8.4,6.8,80.4,0.304,100,20.83,rain,0,0,49,30.6,255.2,1010.7,72.9,62.4,23,2,2,10,2023-12-23T08:13:22,2023-12-23T15:53:04,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-24,13.4,10.5,12.3,13.4,10.5,12.3,9.9,85.6,1.244,100,45.83,rain,0,0,52.8,30.4,243.2,1002.8,89.6,61.5,12.4,1.1,1,10,2023-12-24T08:13:46,2023-12-24T15:53:41,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-25,11.2,8.6,10.3,11.2,5.7,9.4,8,85.7,3.411,100,58.33,rain,0,0,37.8,23.3,242.3,1005,81.6,52.1,8.1,0.7,1,10,2023-12-25T08:14:06,2023-12-25T15:54:21,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-26,7.8,3.8,6.2,7,2.8,4.4,3.5,82.7,0.034,100,4.17,rain,0,0,33.9,21.5,247.7,1014.1,41,34.8,21.1,1.7,1,10,2023-12-26T08:14:23,2023-12-26T15:55:04,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-27,11.8,4.8,8.8,11.8,2,7,7.2,89.5,12.21,100,79.17,rain,0,0,55,32.2,189,1002.9,89.2,22.8,3.4,0.4,0,10,2023-12-27T08:14:37,2023-12-27T15:55:51,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-28,10.6,8.6,9.5,10.6,5.4,7.2,6.4,80.8,11.038,100,79.17,rain,0,0,61.5,35.8,227.7,1000.5,88.3,20.8,10.5,0.9,1,10,2023-12-28T08:14:47,2023-12-28T15:56:41,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-29,8.4,5,6.8,5.3,1.7,3.7,3.5,79.6,0.708,100,33.33,rain,0,0,45,23.3,238.9,1004.5,51.5,43.5,10.6,0.8,1,10,2023-12-29T08:14:53,2023-12-29T15:57:34,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-30,10.9,4.3,7.7,10.9,1.4,6.1,5.9,88.4,8.569,100,58.33,rain,0,0,45.3,25.5,188.4,1001.4,88.6,32.6,12.4,1.1,1,10,2023-12-30T08:14:56,2023-12-30T15:58:30,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,D7144,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2023-12-31,8.3,5.1,6.7,5.6,2.3,3.9,5.2,90,9.667,100,87.5,rain,0,0,39.8,21.5,214.1,985.9,94.4,35.8,11.4,0.9,1,10,2023-12-31T08:14:55,2023-12-31T15:59:29,0.64,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-01,9.2,5.2,6.8,6.6,2.4,4,4.4,84.7,11.024,100,37.5,rain,0,0,37.9,20.3,213.6,996.8,66.6,31.5,14.7,1.2,1,10,2024-01-01T08:14:51,2024-01-01T16:00:32,0.68,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-02,11.9,7.8,9.5,11.9,3.5,7.8,8.4,92.7,16.977,100,54.17,rain,0,0,59.4,39.6,229.2,982.9,84.2,26.8,8.3,0.7,1,10,2024-01-02T08:14:43,2024-01-02T16:01:37,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03462099999,E7347,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-03,9.7,7.2,7.9,7.2,5.1,5.6,6.3,89.7,0.493,100,20.83,rain,0,0,38.2,20.6,238.1,989,81.5,38.3,17.8,1.5,1,10,2024-01-03T08:14:32,2024-01-03T16:02:44,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03529099999,03462099999,E7347,EGBB,03379099999,03354099999,03535099999,03560099999,03544099999,EGXT"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-04,7.2,4.5,5.8,6.3,1.9,3.9,4.5,91.3,3.82,100,25,rain,0,0,24.5,13.1,231.7,999.3,60.8,28.3,17.1,1.4,1,10,2024-01-04T08:14:18,2024-01-04T16:03:55,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-05,6.7,4.2,5.1,4.2,0.6,2.4,3.9,91.9,1.468,100,50,rain,0,0,24.7,17,314.9,1002.5,97.2,18.6,18.4,1.7,1,10,2024-01-05T08:14:00,2024-01-05T16:05:08,0.81,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03462099999,E7347,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-06,5.8,2.5,4.4,3.5,0.5,2.4,2.9,89.9,0.077,100,12.5,rain,0,0,18.7,11.9,334.6,1017.1,72.7,24.1,25.5,2.2,2,10,2024-01-06T08:13:38,2024-01-06T16:06:24,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03462099999,E7347,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-07,3.7,1.4,2.6,1.6,-1.9,-0.7,-0.8,79.2,0.118,100,4.17,rain,0,0,28.7,18.9,25.8,1029,89.5,46,25,2.2,2,10,2024-01-07T08:13:13,2024-01-07T16:07:43,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-08,2.6,1,1.6,-1,-3.4,-2,-2.4,74.8,0,0,0,snow,0,0,32.2,20.5,51.6,1033.9,99.3,46.9,9.8,1,1,10,2024-01-08T08:12:45,2024-01-08T16:09:03,0.9,Overcast,Cloudy skies throughout the day.,cloudy,"03462099999,E7347,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-09,3.2,-0.4,1.1,-1.7,-5.1,-3.7,-3.3,73.3,0,0,0,,0,0,41.5,25.4,60.8,1033.5,28.4,36.8,22.7,2,2,10,2024-01-09T08:12:13,2024-01-09T16:10:26,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03462099999,E7347,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-10,4.4,-0.6,1.6,0.5,-4.6,-2.4,-0.4,86.4,0,0,0,,0,0,29,19.2,40.9,1032.1,49.2,52.2,21.7,2,1,10,2024-01-10T08:11:38,2024-01-10T16:11:52,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-11,5.2,1.2,3.7,2.2,-2.9,0.1,1.4,84.8,0,0,0,,0,0,29.4,18.1,33.5,1038,95.8,42.1,14.7,1.2,1,10,2024-01-11T08:11:00,2024-01-11T16:13:19,0,Overcast,Cloudy skies throughout the day.,cloudy,"03462099999,E7347,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-12,5,2,4.1,3.6,-1.5,1.7,1.9,85.6,0.029,100,4.17,rain,0,0,23.2,14.1,20.2,1036.7,100,28.3,8.6,0.8,1,10,2024-01-12T08:10:19,2024-01-12T16:14:49,0.04,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-13,7,1.3,3.5,5.4,-2.5,1,1.5,86.7,0,0,0,,0,0,23.7,15.1,273.7,1025,73.2,17.1,23.6,2,2,10,2024-01-13T08:09:34,2024-01-13T16:16:20,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03462099999,E7347,03418599999,03379099999,03354099999,03535099999,03560099999,EGNX,03544099999,EGXT"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-14,5.4,0.6,3.2,2.6,-2.7,0.3,0.8,84.5,0.053,100,8.33,rain,0,0,23,15.7,294.6,1013.4,78.6,43.5,25.8,2.2,2,10,2024-01-14T08:08:47,2024-01-14T16:17:54,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03462099999,E7347,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-15,1.8,-2.8,-0.6,-2.7,-5.8,-4.5,-5.3,71.2,0,0,0,,0,0,33.4,22.2,308,1011.4,5.5,58.8,23.8,2.2,2,10,2024-01-15T08:07:56,2024-01-15T16:19:29,0.14,Clear,Clear conditions throughout the day.,clear-day,"03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-16,4,-2.2,0.6,0.6,-5.3,-2.8,-3.5,74.1,0,0,0,"rain,snow",0.1,0,28.1,17.7,229.6,1006.6,68.1,42.7,26.5,2.2,2,10,2024-01-16T08:07:02,2024-01-16T16:21:06,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-17,0.8,-5,-1.2,-0.6,-8.8,-4.1,-4.3,79.3,0,0,0,,0,0,23,15.5,352.4,994.4,31.7,42.9,26.5,2.2,2,10,2024-01-17T08:06:06,2024-01-17T16:22:44,0.21,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03462099999,E7347,03354099999,03535099999,D7144,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-18,2.3,-6.2,-2.4,-1.5,-10,-6.1,-5.9,77.8,0,0,0,,0,0.1,21.9,15.2,293.3,1007.5,0.1,38.8,27.1,2.3,3,10,2024-01-18T08:05:06,2024-01-18T16:24:24,0.25,Clear,Clear conditions throughout the day.,clear-day,"03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-19,4.7,-3.1,0.3,1.7,-7.2,-3.3,-2.9,79.7,0,0,0,,0,0.5,26,15.2,231.5,1020.6,18.6,42.2,29.7,2.5,3,10,2024-01-19T08:04:04,2024-01-19T16:26:05,0.28,Clear,Clear conditions throughout the day.,clear-day,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-20,5.9,1.4,3.9,2,-2.4,-0.3,-0.8,71.6,0.051,100,4.17,rain,0,0,40.5,24.2,198.2,1019.6,85.4,49.3,20.7,1.7,1,10,2024-01-20T08:02:58,2024-01-20T16:27:48,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-21,11.7,3.3,8.8,11.7,-1.3,6.8,6.2,83.5,5.943,100,41.67,"rain,snow",0.1,0.1,70,38.8,204.1,1004.4,84.2,24.1,25.3,2.2,2,10,2024-01-21T08:01:50,2024-01-21T16:29:32,0.35,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-22,11.9,6,8.5,11.9,1.5,5.6,4,73.6,6.665,100,45.83,rain,0,0,58.7,36.3,249.1,1004.4,51.4,27.8,36.9,3.2,3,10,2024-01-22T08:00:40,2024-01-22T16:31:17,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-23,13.4,3.5,8.7,13.4,0.8,7.1,6.3,84.8,2.035,100,41.67,rain,0,0,64.5,35.9,221,1014.5,73.7,34.8,8.6,0.7,0,10,2024-01-23T07:59:26,2024-01-23T16:33:03,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-24,12.1,4.5,9.2,12.1,2.4,7.5,3.7,68.9,0,0,0,rain,0,0,70.9,39.3,257,1020.8,50.5,18.4,35,3.1,2,10,2024-01-24T07:58:11,2024-01-24T16:34:50,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-25,11.8,3.8,8.6,11.8,2.3,7.8,7.5,92.5,1.403,100,29.17,rain,0,0,38.8,21.3,198.8,1022.5,93.6,26.2,16.4,1.4,1,10,2024-01-25T07:56:52,2024-01-25T16:36:38,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-26,12.3,3.2,7.5,12.3,0.9,5,2.7,72.7,1.922,100,29.17,rain,0,0,63.4,41.3,253.5,1025.2,31,38.6,31.3,2.5,3,10,2024-01-26T07:55:31,2024-01-26T16:38:27,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-27,7.6,2.1,4.3,5,-0.6,1.7,1.8,84,0,0,0,,0,0,26.3,15.4,192.6,1031.2,45.6,25.8,32.6,2.9,2,10,2024-01-27T07:54:08,2024-01-27T16:40:17,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-28,10.4,3,6.8,10.4,0.1,4.6,4.6,86.1,0.026,100,4.17,rain,0,0,29.8,17.4,186.2,1020.7,53.1,32.1,38.2,3.4,2,10,2024-01-28T07:52:42,2024-01-28T16:42:07,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-29,11.8,9.4,10.5,11.8,8,9.9,9.2,91.8,0.27,100,16.67,rain,0,0,26.8,15.2,179.3,1020,97.2,9.5,13.6,1.3,1,10,2024-01-29T07:51:15,2024-01-29T16:43:58,0.62,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-30,11,-0.3,6,11,-2,3.9,4.1,87.6,0.34,100,37.5,rain,0,0,34.5,23.8,272.8,1026.7,72,39.5,17.8,1.5,1,10,2024-01-30T07:49:45,2024-01-30T16:45:50,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-01-31,10.5,-0.3,5.4,10.5,-2.2,2.9,3,84.9,1.072,100,29.17,rain,0,0,48.3,23.6,225.9,1027.7,72,36.7,22.6,1.8,1,10,2024-01-31T07:48:12,2024-01-31T16:47:42,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-01,8.2,1.7,4.9,5.8,-0.7,2.3,1.6,79.4,0.009,100,4.17,rain,0,0,22.8,15.3,253.9,1032,15.7,23.3,34.8,3.1,3,10,2024-02-01T07:46:38,2024-02-01T16:49:35,0.72,Rain,Clear conditions throughout the day with morning rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-02,13,4.8,9.5,13,1.1,8,7.2,85.8,0,0,0,,0,0,38.8,23.7,240.8,1027.5,71.5,48.4,22.4,2,1,10,2024-02-02T07:45:02,2024-02-02T16:51:28,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-03,13.2,9.7,11,13.2,8.1,11,9.1,87.7,0.755,100,29.17,rain,0,0,32.5,17.9,243.7,1025.2,95.2,47.7,20.1,1.9,1,10,2024-02-03T07:43:23,2024-02-03T16:53:21,0.79,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-04,12.9,9.4,11,12.9,7.6,10.4,8.4,84.7,1.282,100,29.17,rain,0,0,42.4,23.6,242.8,1022.3,86.6,43.8,19.5,1.5,1,10,2024-02-04T07:41:43,2024-02-04T16:55:15,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
